case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
19109,3,3,0,0,1847,2002,3,12.483670833333333,0,1,0
19120,1,3,0,0,2675,1997,1,4288.127916666667,0,1,0
19131,1,1,1,0,1121,2008,4,9614.603333333334,0,0,0
19142,1,3,1,0,3696,2001,2,4.2075000000000005,0,1,0
19154,1,0,0,0,3055,1847,1,4726.694166666667,0,1,0
19165,1,2,0,0,3282,2003,3,22.812929166666667,0,1,0
19176,1,0,1,0,3466,1868,4,1292.6445833333335,0,1,0
19187,1,0,0,0,1496,2001,2,3995.2833333333333,0,0,1
19198,1,0,0,0,2481,2008,2,17.133545833333333,0,1,1
19209,1,3,1,0,1451,2009,3,5393.776666666667,0,0,0
19220,1,3,0,0,1499,1969,2,2877.8441666666663,0,1,1
19231,1,2,1,1,374,1911,4,1130.5141666666666,0,1,1
19242,1,3,0,0,3537,1998,4,3009.978333333333,0,1,1
19253,1,2,1,0,4562,2006,2,3705.2329166666664,0,1,1
19265,1,0,1,0,1641,1985,3,2795.2508333333335,0,1,0
19276,1,3,0,0,614,1999,4,3492.7058333333334,0,1,1
19287,1,0,1,0,137,1993,3,985.4016666666666,0,1,0
19298,1,3,0,0,956,1960,4,4955.118333333333,0,1,1
19309,3,0,0,0,3018,1920,2,4.3429166666666665,0,1,1
19320,1,0,1,0,2884,2008,2,4782.940833333333,0,1,0
19331,1,1,0,0,894,1851,4,7091.20625,0,1,1
19342,5,3,1,0,636,1977,3,77.39125,0,1,0
19353,0,0,1,0,255,2004,2,5119.140416666666,0,1,0
19364,1,0,1,0,2311,2005,4,3620.884583333333,0,0,0
19376,3,3,0,0,781,1983,1,3254.0375,0,0,0
19387,1,0,0,1,1543,1999,4,3266.78,0,1,1
19398,1,3,1,0,3057,1995,3,949.355,0,1,0
19409,1,3,1,0,4670,2003,4,2610.6716666666666,0,1,0
19420,1,0,1,0,3277,1980,1,5184.99,0,1,0
19431,3,0,1,0,2114,1965,2,3014.7900000000004,0,1,0
19442,1,1,0,1,2148,1986,3,1797.8075,0,1,0
19453,2,0,0,0,3542,1963,2,10.3607625,0,1,0
19464,1,3,1,0,112102,1852,3,9805.829583333334,0,1,0
19475,1,0,1,0,412,1994,3,1737.3645833333333,0,1,0
19487,3,3,0,0,60,1948,3,3836.2916666666665,0,0,0
19498,1,3,0,0,922,1998,3,1920.03125,0,1,0
19509,3,0,0,1,2999,2006,3,7187.69625,0,1,0
19520,1,0,1,0,4258,2008,4,1705.2837499999998,0,1,0
19531,1,3,1,0,3267,2001,3,3981.6854166666667,0,0,0
19542,1,0,0,0,3039,1994,1,4793.1025,0,1,0
19553,1,0,0,0,546,1983,1,1178.3554166666665,0,1,0
19564,1,0,1,0,3433,2002,4,1540.7983333333334,0,1,0
19575,1,2,1,0,1540,1947,2,419.0516666666667,0,1,1
19586,2,1,1,0,772,2007,3,2999.0641666666666,0,1,0
19598,3,3,0,0,412,2010,4,1152.3341666666668,0,1,1
19609,1,0,1,1,758,1996,0,2095.57625,0,1,0
19620,1,3,0,0,1571,1996,4,5975.657916666667,0,0,1
19631,1,3,0,0,731,2007,2,1576.256666666667,0,1,1
19642,3,2,0,0,1419,1973,4,3753.9258333333332,0,1,1
19653,1,1,0,0,1006,2009,3,974.5637499999999,0,1,0
19664,3,1,1,1,1458,1999,3,3695.77125,0,1,0
19675,3,1,1,0,467,1959,3,1820.7475000000002,0,1,0
19686,2,0,1,0,81849,1927,3,3405.1966666666667,0,1,0
19697,1,1,1,0,1337,1988,2,3726.8216666666667,0,1,0
19709,1,2,1,1,2933,2001,4,1176.5470833333334,0,1,1
19720,0,3,1,0,3285,1989,2,6884.130833333334,0,1,0
19731,0,3,1,0,81762,1990,4,1020.69625,0,1,0
19742,3,3,1,0,4132,2003,3,2831.6425,0,1,0
19753,3,1,1,0,2691,2014,2,1144.6420833333334,0,1,0
19764,1,3,1,0,3176,2003,4,5518.892916666667,0,1,0
19775,1,0,0,0,3209,2001,2,5715.805833333333,0,1,1
19786,1,3,0,0,3267,2003,3,6739.111250000001,0,1,0
19797,1,0,0,0,519,1998,0,3278.0416666666665,0,1,1
19808,3,3,0,0,4762,2005,1,3165.019166666667,0,1,0
19820,3,3,1,0,1267,2010,4,1401.2841666666666,0,1,0
19831,1,3,0,0,3697,2001,4,2684.2770833333334,0,1,1
19842,1,0,0,0,1126,2010,2,2207.8404166666664,0,1,1
19853,1,3,0,0,1106,2000,4,21.7099375,0,1,1
19864,1,0,1,0,2089,2007,3,9695.027083333332,0,1,0
19875,5,2,1,0,16587,1994,4,4257.067083333333,0,1,0
19886,1,3,0,1,46,1948,4,3842.4483333333333,0,1,1
19897,3,3,1,0,36353,1998,2,5246.904583333334,0,0,0
19908,3,0,1,0,3514,2010,1,1008.2466666666666,0,1,0
19919,1,0,0,0,1110,1963,3,4080.4995833333337,0,1,0
19931,1,0,0,0,553,1979,3,2572.690416666667,0,0,0
19942,1,3,1,0,1245,2012,1,3856.23,0,0,0
19953,1,0,0,0,981,1984,2,963.7062500000001,0,1,1
19964,3,3,0,0,3244,2007,4,449.7270833333334,0,1,1
19975,2,0,0,1,2557,1995,4,5757.922916666666,0,1,0
19986,2,3,0,0,1369,2010,3,1828.4020833333334,0,0,0
19997,1,3,1,0,2822,1911,3,4094.2999999999997,0,1,0
20008,2,1,0,0,3115,2006,2,1046.4208333333333,0,1,0
20019,3,0,1,0,211,2003,2,997.7241666666667,0,1,0
20030,1,0,1,0,1446,2007,3,804.6591666666667,0,1,0
20042,1,2,1,1,936,1855,3,6036.212083333333,0,1,0
20053,0,3,1,0,4420,1984,4,2646.3570833333333,0,1,0
20064,2,2,1,0,2670,2013,4,3185.5291666666667,0,1,1
20075,1,3,1,0,2020,2000,3,33.14335416666667,0,1,0
20086,1,0,1,0,605,1994,3,2790.5170833333336,0,1,0
20097,1,0,1,1,2288,1975,3,10677.574166666667,0,1,0
20108,1,3,1,0,288,1997,3,3541.8745833333337,0,1,0
20119,1,3,1,0,358352,2006,3,4088.539583333333,0,1,0
20130,1,3,1,0,2839,1930,1,551.735,0,1,0
20141,1,0,0,0,2659,1989,2,23.867612500000003,0,0,1
20153,1,3,1,0,4118,1997,4,826.6045833333333,0,1,0
20164,1,0,1,0,3272,1922,1,3959.0904166666664,0,1,0
20175,1,3,1,1,1178,1987,1,6791.171666666666,0,1,0
20186,1,3,0,0,59095,1998,0,5459.307083333333,0,1,1
20197,1,1,1,0,1378,2009,3,2294.84,0,1,0
20208,1,0,1,0,486,2005,3,3435.4449999999997,0,1,0
20219,3,0,1,0,180,1988,4,5561.190833333333,0,1,0
20230,3,3,0,0,1190,1996,3,32.77274166666667,0,1,0
20241,1,3,1,0,1648,1940,2,2464.0054166666664,0,1,0
20252,1,0,1,0,2286,1878,4,4416.127916666667,0,1,0
20264,3,2,0,0,124,2009,4,10.517916666666666,0,0,1
20275,1,3,1,0,3238,1996,2,3079.0208333333335,0,1,0
20286,2,3,0,0,30363,2006,4,1098.9441666666667,0,1,0
20297,1,3,1,0,2889,1934,2,4537.020416666667,0,1,0
20308,3,3,1,0,2303,1988,1,5340.305416666667,0,1,0
20319,1,3,0,0,1876,1980,2,1570.3591666666669,0,1,1
20330,1,3,0,0,241,1961,2,2753.84375,0,1,1
20341,2,0,0,0,412,1997,4,1427.0695833333332,0,1,0
20352,1,2,1,0,3348,1994,2,4152.985833333333,0,1,1
20363,1,3,1,0,2650,1989,3,2193.9470833333335,0,1,0
20375,2,0,1,1,1187,1968,4,4336.1987500000005,0,1,0
20386,0,3,1,0,4506,1949,4,3449.741666666667,0,1,0
20397,0,0,0,0,2437,2007,3,5443.195,0,1,0
20408,1,3,0,0,3736,2001,2,3789.6275,0,1,1
20419,2,3,1,0,1826,1968,2,1272.12625,0,1,0
20430,1,0,1,0,4824,1996,4,2046.7529166666666,0,1,0
20441,1,3,0,0,364,2010,1,5288.995833333333,0,0,0
20452,1,3,0,0,1980,2006,2,3315.69125,0,1,1
20463,1,0,1,0,8374,1864,2,8623.777916666668,0,0,0
20474,5,3,1,1,3198,2011,2,2211.5783333333334,0,1,0
20486,1,0,0,1,1235,2000,2,1801.31125,0,1,1
20497,1,3,0,0,4727,1834,2,324.06458333333336,0,1,1
20508,1,1,0,0,2956,2003,3,10924.541666666666,0,0,0
20519,3,0,0,0,2360,1965,2,3786.7483333333334,0,1,1
20530,3,3,1,0,1746,1984,4,4990.300833333334,0,0,0
20541,1,3,1,0,633,1985,4,2236.249166666667,0,0,0
20552,1,3,1,0,2774,1985,3,5548.779166666667,0,0,0
20563,1,3,1,0,1538,1962,4,13.109970833333334,0,1,0
20574,1,0,0,1,3696,1998,4,910.5725000000001,0,1,1
20585,1,3,0,0,4990,1976,2,4916.602916666667,0,0,1
20597,1,3,1,0,3130,2009,3,475.19083333333333,0,1,0
20608,1,0,0,0,1056,2010,4,5089.23125,0,1,1
20619,1,3,1,0,496,1994,1,6390.530416666667,0,1,0
20630,2,3,0,0,3937,1991,2,4326.995833333333,0,1,0
20641,3,0,0,0,3792,1992,4,3439.7137500000003,0,1,1
20652,2,1,1,0,2165,2013,4,1157.9508333333333,0,1,0
20663,1,2,1,0,2641,2007,3,4061.12125,0,1,0
20674,1,0,1,0,1236,1911,1,2415.5104166666665,0,1,0
20685,1,0,1,0,2247,2003,2,5440.13,0,1,0
20696,1,2,0,0,3085,1928,4,1479.3720833333334,0,1,1
20708,1,3,1,0,4185,1993,1,4566.849999999999,0,1,0
20719,1,0,1,0,1268,2001,3,309.99625,0,1,0
20730,1,2,0,0,2122,2005,3,3358.5275,0,0,0
20741,1,3,1,0,673,2005,3,2856.86875,0,1,0
20752,1,3,1,0,1002,1989,4,1080.9179166666665,0,1,0
20763,1,3,1,0,1726,1911,1,2935.23625,0,1,0
20774,1,2,1,0,4040,1994,1,2506.6079166666664,0,1,0
20785,1,3,1,0,2721,1997,1,4209.432916666667,0,1,0
20796,3,3,1,0,645,1988,3,6227.179166666666,0,1,0
20807,1,0,1,0,1743,1998,4,4599.287499999999,0,1,0
20819,3,3,1,0,1097,2005,2,1835.0045833333334,0,1,0
20830,1,3,0,1,4393,2010,3,2597.0066666666667,0,1,0
20841,3,0,0,0,4668,1975,4,1543.7224999999999,0,1,1
20852,1,0,1,0,2188,1999,3,4188.511666666666,0,1,0
20863,3,0,1,0,1105,1962,4,2523.414583333333,0,1,0
20874,1,2,0,1,940,2001,3,3158.974583333333,0,1,0
20885,1,2,0,0,1850,2009,2,2972.0008333333335,0,1,1
20896,1,3,0,0,2213,1855,2,34.67125,0,1,1
20907,1,3,1,1,24,2007,2,5246.924166666667,0,1,0
20918,1,0,1,0,304,2000,1,892.8575000000001,0,1,0
20930,3,3,0,0,1372,2011,1,31.1696125,0,1,0
20941,1,3,1,0,2566,1801,2,1342.8675,0,1,0
20952,2,0,0,0,86050,2007,3,6357.060833333333,0,1,0
20963,1,3,0,0,621,1997,4,508.7504166666667,0,1,1
20974,1,2,0,0,1643,1998,2,35.932495833333334,0,1,1
20985,1,3,0,0,1110,2010,0,3386.911666666667,0,1,1
20996,3,0,1,0,908,1997,0,1212.4920833333333,0,1,0
21007,1,0,1,0,2042,2006,1,4653.4025,0,0,0
21018,1,3,1,0,2266,2000,1,6847.581666666666,0,1,0
21029,5,3,1,0,26957,1917,2,6235.412916666667,0,1,0
21041,1,1,1,0,2467,1800,3,2603.630833333333,0,1,0
21052,1,0,1,0,3712,2011,1,1466.4379166666668,0,1,0
21063,3,3,1,0,1469,1981,3,1165.7533333333333,0,1,0
21074,5,2,0,1,1003,2013,3,4125.5425000000005,0,1,0
21085,1,2,1,0,3144,2012,2,584.77125,0,1,1
21096,1,3,1,0,1989,1995,4,3933.2904166666667,0,1,0
21107,1,3,0,0,1176,1969,2,1663.2166666666665,0,1,1
21118,1,1,0,0,110,1983,1,2921.0750000000003,0,0,0
21129,1,0,0,0,2845,2004,3,27.977045833333335,0,1,0
21140,3,3,1,0,2150,2010,3,5740.392500000001,0,0,0
21152,1,0,1,1,643,1986,3,3172.443333333333,0,1,0
21163,1,0,0,0,3712,1989,3,3846.87125,0,1,0
21174,1,0,1,0,2715,1948,3,4899.469166666667,0,1,0
21185,1,1,1,0,944,1991,1,2070.17625,0,1,0
21196,1,3,1,0,3298,2005,3,1993.505,0,0,0
21207,1,1,0,0,4915,2005,2,2666.7000000000003,0,0,1
21218,1,3,1,0,5474,1861,2,1999.94625,0,1,0
21229,1,2,1,0,2652,1952,3,4101.224166666667,0,1,0
21240,1,0,1,0,3960,1968,4,1496.3254166666666,0,1,0
21251,0,3,1,0,3510,2005,2,8336.870833333332,0,1,0
21263,1,3,0,1,604,1966,3,5501.212500000001,0,1,0
21274,0,3,0,1,3256,2004,3,5775.9470833333335,0,1,0
21285,1,0,1,0,3899,1989,4,4386.443749999999,0,1,0
21296,1,0,0,0,1610,1960,3,10437.944583333334,0,1,0
21307,2,0,1,0,4746,1980,4,8749.740833333333,0,1,1
21318,2,3,0,0,869,2010,4,3246.36125,0,1,0
21329,2,0,1,1,2658,2008,3,3593.1650000000004,0,1,0
21340,2,0,0,0,2626,1972,3,6003.7579166666665,0,1,0
21351,1,3,1,0,1888,2003,1,6127.285416666667,0,1,0
21362,2,1,1,0,2128,2001,2,3062.655,0,1,0
21374,2,0,1,1,2188,2007,3,5138.197916666667,0,1,0
21385,1,3,1,1,8780,1846,3,3401.695416666667,0,1,0
21396,1,1,0,0,88484,2001,3,2249.98,0,1,0
21407,1,3,1,0,1261,1975,2,1167.6533333333334,0,1,0
21418,1,3,1,0,2158,2006,2,1266.39875,0,0,0
21429,1,3,0,0,834,1977,2,0.13828333333333334,0,1,1
21440,1,0,1,0,1194,1998,3,4384.411666666667,0,1,0
21451,1,3,0,0,1566,1998,1,3631.875,0,1,0
21462,2,0,1,0,878,1966,1,2450.0316666666668,0,1,0
21473,2,0,1,0,213,2000,4,3776.830416666666,0,1,0
21485,1,3,1,0,1712,1873,2,3529.0904166666664,0,0,0
21496,5,0,0,1,3281,2000,4,6387.8175,0,1,1
21507,1,0,0,0,2652,2006,2,3922.2695833333332,0,1,1
21518,1,0,1,0,53191,1977,1,3396.825833333334,0,0,0
21529,1,0,0,0,3189,1838,4,6905.133333333334,0,1,1
21540,3,0,0,0,162,1994,3,3120.027083333333,0,1,0
21551,1,1,1,0,3993,2004,1,2160.0141666666664,0,1,0
21562,1,3,0,0,2953,2000,1,4601.14875,0,1,0
21573,1,0,1,0,30650,1998,3,4723.937916666667,0,1,0
21584,1,3,1,0,3510,2005,1,5598.166666666667,0,1,0
21596,0,0,0,0,3363,1983,3,913.50875,0,1,0
21607,1,2,1,0,2377,2006,3,2007.9658333333334,0,1,0
21618,1,0,1,1,2016,1838,4,5208.9454166666665,0,1,0
21629,3,0,0,0,756,1988,3,6084.197499999999,0,0,0
21640,1,3,0,0,421,2010,4,1459.2329166666666,0,1,1
21651,2,2,1,1,964,2004,3,4637.057916666667,0,1,0
21662,1,3,1,0,3647,1949,3,1002.3079166666666,0,1,0
21673,3,0,1,0,2477,1970,4,646.1,0,1,0
21684,3,0,1,0,91879,2005,2,1876.2291666666667,0,0,1
21695,1,0,1,0,2432,1889,2,451.54791666666665,0,1,0
21707,1,0,1,0,298,2008,4,4088.9775000000004,0,1,0
21718,0,1,1,0,2563,1986,2,2194.7066666666665,0,1,0
21729,1,3,0,0,1737,1956,4,4941.738333333334,0,1,1
21740,1,0,0,0,1370,2000,3,3009.6104166666664,0,1,0
21751,1,0,1,0,56,1992,3,4259.905833333333,0,1,0
21762,2,0,0,0,2440,1994,4,1267.0808333333332,0,1,0
21773,3,3,0,0,93759,1983,1,3093.236666666666,0,1,0
21784,1,2,1,0,1433,1987,2,1061.1258333333333,0,1,1
21795,1,3,1,0,2950,2009,3,35.39395833333334,0,1,0
21806,1,0,1,0,5660,2000,2,2705.7795833333334,0,1,0
21818,1,0,1,0,992,1992,4,9106.449166666667,0,1,0
21829,1,0,0,0,1574,2012,3,128.34916666666666,0,1,0
21840,1,2,1,0,3361,1993,4,8839.964166666667,0,1,1
21851,1,3,0,0,111654,2012,2,40.127854166666665,0,1,1
21862,1,3,0,0,1318,1989,2,2486.0533333333333,0,1,1
21873,1,3,0,0,3188,2012,3,10675.224166666667,0,0,0
21884,1,0,1,0,3041,2004,3,4869.482916666667,0,1,0
21895,1,0,0,0,987,1968,1,4102.828333333334,0,1,0
21906,2,1,1,0,3206,2013,4,841.0733333333333,0,1,0
21917,1,0,1,0,413,2013,4,5839.787916666667,0,1,0
21929,1,0,0,0,26126,1997,2,2724.719583333333,0,1,1
21940,2,2,1,1,3638,1974,1,5924.03125,0,1,0
21951,1,2,1,0,33345,1998,2,4495.09625,0,1,1
21962,1,0,0,0,499,2007,4,1482.4420833333334,0,1,1
21973,2,0,0,0,1970,2004,2,4370.638333333333,0,1,0
21984,1,0,0,0,1369,2003,1,1327.4116666666666,0,1,0
21995,1,0,0,0,1325,2006,2,155.51791666666665,0,1,1
22006,1,3,0,0,582,1971,3,3835.487916666667,0,1,0
22017,3,0,1,0,2850,1991,3,4211.9487500000005,0,1,0
22028,1,0,0,0,677,1989,3,4585.439166666666,0,1,0
22040,1,3,1,0,107,2005,2,3868.153333333333,0,1,0
22051,1,0,0,0,3875,1986,2,23.926937499999998,0,1,1
22062,1,3,1,0,1736,2010,4,4710.131666666667,0,1,0
22073,1,3,0,1,2751,2004,3,6206.855416666666,0,1,0
22084,1,3,1,0,2486,1994,2,3058.3837500000004,0,1,0
22095,3,2,1,0,1446,1988,2,2594.724583333333,0,1,0
22106,2,0,0,0,5980,1986,2,4446.889583333334,0,1,0
22117,3,3,1,1,2963,1885,2,5966.183333333333,0,1,0
22128,0,3,1,0,2043,1961,4,2231.5491666666667,0,1,0
22139,1,3,0,0,1929,2005,2,3598.7075,0,1,1
22151,1,3,1,0,463,1907,2,2840.942916666667,0,1,0
22162,1,0,1,0,4709,1976,2,1715.868333333333,0,1,0
22173,1,2,1,0,1698,1975,4,2132.3795833333334,0,1,1
22184,1,1,1,1,1130,1992,3,1087.39375,0,1,0
22195,1,0,0,1,1082,2009,2,3779.6487500000003,0,1,1
22206,3,3,1,0,1817,1988,2,1146.2825,0,1,0
22217,1,3,1,1,1531,1817,3,1897.0879166666666,0,1,0
22228,1,0,1,0,1223,1885,4,2502.7479166666667,0,1,0
22239,3,0,1,0,970,1986,4,3348.880416666667,0,1,0
22250,4,0,0,0,3227,1928,1,3850.9475,0,1,0
22262,2,1,0,0,298041,1963,3,1562.0024999999998,0,1,0
22273,2,0,1,0,1955,2004,4,1330.52875,0,1,0
22284,1,0,0,1,2064,2008,2,5372.7525,0,1,1
22295,2,1,1,0,2050,1999,2,1018.2991666666667,0,1,0
22306,1,2,0,0,416,1841,2,5.77875,0,1,1
22317,1,0,1,0,1975,1997,2,1843.0633333333333,0,1,0
22328,1,3,0,0,5198,2009,3,4233.645416666667,0,0,0
22339,5,2,1,0,1280,1928,2,1779.3333333333333,0,1,0
22350,3,3,1,0,4794,1994,4,5281.11625,0,1,0
22361,2,0,0,0,53698,2000,1,6398.8983333333335,0,1,0
22373,1,3,1,0,298,2011,1,5849.229583333334,0,0,0
22384,3,0,1,0,1968,1988,1,4733.46125,0,1,0
22395,1,3,1,0,3815,1987,2,614.2833333333333,0,1,0
22406,3,2,0,0,2812,1977,2,2276.6454166666667,0,1,1
22417,3,1,0,0,23885,2005,4,12.422320833333332,0,1,1
22428,3,3,1,0,2886,1985,2,1888.28875,0,1,0
22439,3,3,0,0,3425,2003,3,2583.467916666667,0,1,0
22450,1,0,0,1,704,2013,3,3533.4012500000003,0,1,0
22461,1,2,0,0,660,2009,3,2782.5733333333333,0,0,0
22472,1,2,1,1,4792,2008,4,731.7283333333334,0,1,1
22484,0,0,1,0,1259,2001,2,1082.9104166666666,0,1,0
22495,1,0,1,0,2091,1948,4,2513.4154166666667,0,1,0
22506,1,2,0,0,28279,1968,4,3825.9479166666665,0,0,1
22517,1,0,0,0,2377,1989,3,9.401720833333334,0,1,0
22528,1,1,1,0,457,1987,3,952.9804166666667,0,1,0
22539,1,1,0,0,206,2001,4,15.926804166666665,0,1,1
22550,0,3,1,0,1838,1990,1,4670.9574999999995,0,1,0
22561,1,3,1,0,3358,2002,2,3971.2808333333337,0,1,0
22572,1,3,1,0,3484,1821,4,2576.22125,0,1,0
22583,3,0,1,0,1222,1997,2,35.4769625,0,1,1
22595,1,2,0,1,819,2002,3,1085.6375,0,1,0
22606,5,2,1,0,1466,1998,4,6829.453333333334,0,0,0
22617,1,2,1,0,603,2010,3,1909.7379166666667,0,1,0
22628,2,1,0,0,3393,2013,4,1188.9445833333332,0,1,0
22639,2,0,1,1,1154,2010,3,3158.2020833333336,0,1,0
22650,3,2,1,0,4181,2002,4,30.167816666666667,0,1,0
22661,1,3,1,0,620,1998,4,1809.41375,0,1,0
22672,1,2,1,0,3951,1973,1,29.124075,0,1,0
22683,2,1,1,1,1827,1973,4,906.8791666666666,0,1,0
22694,5,0,1,0,84,2004,3,6561.072499999999,0,1,0
22706,1,3,0,0,1781,1971,3,26.2597375,0,1,0
22717,1,0,1,0,4633,2011,3,998.7270833333333,0,1,0
22728,1,3,0,0,1183,1926,4,4655.003333333333,0,1,1
22739,1,0,1,1,1222,2009,4,4291.0975,0,1,0
22750,1,0,0,0,3537,1998,1,3694.365416666667,0,1,0
22761,1,0,1,0,2913,1953,2,4220.51375,0,1,0
22772,1,2,1,0,1911,2001,2,760.4625,0,1,1
22783,1,1,0,1,2323,1979,3,4528.782916666666,0,1,0
22794,1,3,0,0,536,2001,4,3686.18375,0,1,1
22805,2,1,1,0,1583,2004,4,7116.199166666666,0,1,0
22817,2,2,1,1,1426,1989,4,2916.0329166666666,0,1,1
22828,2,3,0,1,598,2006,2,2860.037083333333,0,1,0
22839,1,3,1,0,895,1956,2,5385.662916666667,0,1,0
22850,3,0,1,0,1551,2012,0,3404.4983333333334,0,1,0
22861,1,0,1,0,3537,2007,4,2539.05625,0,1,0
22872,1,0,1,0,1393,1991,3,5643.394583333334,0,1,0
22883,1,3,1,1,1787,2006,4,2729.1745833333334,0,1,0
22894,1,1,1,0,1251,1999,2,4509.821666666667,0,1,0
22905,1,0,1,0,1573,2008,4,1299.6066666666668,0,1,0
22916,1,3,1,0,1654,1888,4,1525.0275000000001,0,1,0
22928,2,2,0,0,3615,2012,4,5875.835,0,1,1
22939,2,3,0,1,2122,2009,3,6483.5425,0,1,0
22950,3,0,1,0,2098,2011,1,2601.945416666667,0,1,0
22961,1,0,0,0,1996,2001,1,414.15291666666667,0,1,0
22972,2,3,1,0,555,1968,4,403.8775,0,1,0
22983,1,0,0,0,93018,2009,4,763.84375,0,1,1
22994,1,0,1,0,2614,1959,3,3228.6283333333336,0,1,0
23005,1,3,1,0,3107,2009,1,2100.7408333333333,0,1,0
23016,1,1,1,0,1316,1996,1,3204.1687500000003,0,1,0
23027,5,3,1,0,2483,2008,1,1686.475416666667,0,1,0
23039,1,3,1,0,1113,1968,2,1935.7304166666665,0,1,0
23050,1,0,0,0,3656,1971,3,20.4999625,0,1,0
23061,2,3,1,0,2569,2008,4,1623.430833333333,0,1,0
23072,2,0,1,0,4879,1998,2,1468.5291666666665,0,1,0
23083,1,3,1,0,2367,1978,1,3019.99,0,0,0
23094,0,3,1,0,1145,1999,1,555.2045833333333,0,0,0
23105,2,2,1,0,1522,1982,2,18.285625,0,1,1
23116,1,3,1,0,4403,1988,1,1401.90625,0,1,0
23127,3,1,0,0,412,2005,3,1660.3658333333333,0,0,0
23138,1,0,0,1,21915,2012,3,1990.5625,0,1,0
23150,1,3,0,0,2546,1977,2,36.17812083333333,0,0,1
23161,1,0,0,0,974,1846,3,588.5566666666667,0,1,0
23172,1,2,1,0,1229,2005,2,5996.732499999999,0,1,1
23183,3,0,1,0,2808,1962,2,740.5637499999999,0,1,0
23194,1,3,1,0,4005,2008,2,3665.2695833333332,0,1,0
23205,2,3,1,0,531,1953,3,846.4225,0,1,0
23216,1,3,0,0,1536,2007,1,944.4775,0,0,0
23227,1,0,1,0,1561,2009,3,4521.99125,0,1,0
23238,3,3,1,0,1957,2000,2,1253.21875,0,1,0
23249,1,0,0,0,520,1984,2,1090.18625,0,1,1
23261,1,2,0,0,372064,1963,4,1192.1295833333334,0,1,1
23272,2,2,1,1,69947,1995,2,5301.782916666666,0,1,1
23283,1,2,0,0,932,1980,2,38.53458333333334,0,1,1
23294,1,0,1,0,2187,2004,2,1639.7175,0,1,0
23305,2,0,1,1,10003,1968,3,2290.8933333333334,0,1,0
23316,5,0,0,1,2726,1995,2,4997.661666666667,0,1,1
23327,1,1,1,0,4220,1990,2,2570.0095833333335,0,1,0
23338,1,0,1,0,1817,1817,4,674.8745833333334,0,1,0
23349,1,3,1,0,1602,1916,2,6767.122916666667,0,0,0
23360,1,0,1,0,1809,2008,4,3348.96875,0,1,0
23372,2,1,1,0,3477,2008,2,2963.0499999999997,0,1,0
23383,1,0,0,0,869,1948,2,4848.9454166666665,0,1,1
23394,1,3,1,0,2569,2008,1,12.453983333333333,0,1,0
23405,1,0,0,0,2945,1986,2,7.718058333333333,0,1,1
23416,1,3,1,0,5664,1999,4,1448.7541666666666,0,1,0
23427,3,0,0,0,3028,1987,1,4094.24375,0,1,0
23438,2,0,1,0,2573,1999,4,3421.278333333333,0,1,1
23449,1,0,0,0,3236,1988,3,3627.4491666666668,0,1,0
23460,3,0,0,0,16356,2003,2,5656.79375,0,0,1
23471,1,3,1,0,644,1977,2,4032.786666666667,0,1,0
23483,2,0,0,0,4376,1994,4,9247.675833333333,0,1,0
23494,5,3,1,0,5953,2009,2,7162.085416666666,0,1,0
23505,1,1,0,0,772,2001,2,2095.116666666667,0,1,1
23516,2,3,1,0,2514,1972,3,1147.1883333333333,0,1,0
23527,1,0,0,0,532,2001,2,2248.7687499999997,0,1,1
23538,2,0,1,0,5178,2001,4,182.13083333333336,0,1,0
23549,1,3,1,0,19306,2010,4,1910.6616666666666,0,1,0
23560,5,3,1,0,1224,1880,1,950.63625,0,1,0
23571,2,0,1,1,2861,1987,3,4211.374583333333,0,1,0
23582,1,3,1,0,2566,1990,2,3419.262083333333,0,1,0
23594,3,3,0,0,2485,2006,1,5010.873333333334,0,0,0
23605,3,2,0,0,373,1962,3,4242.6875,0,1,0
23616,1,0,0,0,2333,2006,3,1426.2270833333332,0,1,0
23627,5,3,1,0,-17,2002,3,5404.2475,0,1,0
23638,1,3,1,0,1250,1851,2,2768.074583333333,0,0,0
23649,1,0,0,0,2316,2001,2,1159.5033333333333,0,1,1
23660,1,3,1,0,1077,2013,2,2893.1474999999996,0,1,0
23671,1,3,0,0,2309,1951,2,420.17125000000004,0,1,1
23682,2,0,0,0,2007,1960,2,2703.6716666666666,0,1,0
23693,0,3,1,0,1885,1992,4,1984.9816666666666,0,1,0
23705,1,2,1,0,4537,1999,4,2.5472041666666665,0,1,1
23716,1,3,1,0,2364,1998,1,3641.5495833333334,0,1,0
23727,1,2,0,0,8315,1994,3,4415.597083333333,0,1,0
23738,2,1,0,1,814,1834,2,3329.5304166666665,0,1,0
23749,1,0,0,0,2228,2005,4,4719.169583333333,0,1,1
23760,1,2,1,0,90533,1945,2,4301.337500000001,0,1,1
23771,1,0,1,0,1386,1995,1,3135.7208333333333,0,1,0
23782,1,3,0,1,2610,1972,3,4406.20125,0,1,0
23793,3,3,0,0,1063,2012,3,5.10625,0,1,0
23804,1,2,0,0,1640,2007,3,29.286320833333335,0,1,0
23816,0,3,1,0,1531,2002,4,4567.147916666667,0,1,0
23827,1,0,0,0,4077,2010,2,31.108275000000003,0,1,1
